id,tweet,tweet_length,tweet_cleaned,tweet_clst
1814, The owner of the company <e>I</e> work for is trying so hard to get me to vote #<e>Romney</e>. This man is out of his mind !,125,"['owner', 'company', 'work', 'try', 'hard', 'get', 'vote', 'Romney', 'man', 'mind']",The owner of the company I work for is trying so hard to get me to vote Romney This man is out of his mind
1815, <e>Romney</e> taking away all our rights,41,"['Romney', 'take', 'away', 'right']",Romney taking away all our rights
1816, it is sad. <e>i</e> wish someone would assassinate <e>Romney</e>,65,"['sad', 'wish', 'someone', 'would', 'assassinate', 'Romney']",it is sad i wish someone would assassinate Romney
1817, <e>Mitt Romney</e>'s <a>$5 plan</a> sucks. If he wins,54,"['Mitt', 'Romney', 'plan', 'suck', 'win']",Mitt Romney 's 5 plan sucks If he wins
1818, I am afraid <e>Romney</e> is gonna win the <a>election</a>...we are fucked!,76,"['afraid', 'Romney', 'gon', 'na', 'win', 'election', 'fuck']",I am afraid Romney is gon na win the election we are fucked
1819," ""<e>Romney</e> Would Not Fund New Science and Math Standards"" http://t.co/SP5CpkAz #debate",91,"['Romney', 'Would', 'Fund', 'New', 'Science', 'Math', 'Standards', 'http', 'debate']",Romney Would Not Fund New Science and Math Standards http t.co/SP5CpkAz debate
1820, If <e>Romney</e> get <a>elected</a> say goodbye to Jordans,59,"['Romney', 'get', 'elect', 'say', 'goodbye', 'Jordans']",If Romney get elected say goodbye to Jordans
1821, I hate <e>Romney</e>. He's a professional <a>liar</a>.,55,"['hate', 'Romney', 'professional', 'liar']",I hate Romney He 's a professional liar
1822, <e>Romney</e>'s <a>Jobs Plan</a> Disintegrates On Inspection http://t.co/N4lNNpvm via @DishFeed,96,"['Romney', 'Jobs', 'Plan', 'Disintegrates', 'Inspection', 'http', 'via', 'DishFeed']",Romney 's Jobs Plan Disintegrates On Inspection http t.co/N4lNNpvm via DishFeed
1823, I wish @WillMcAvoyACN was hosting the <a>debate</a> tonight - maybe then we could get some substance and fact on the <e>Romney</e>/<e>Ryan</e> tax plan,152,"['wish', 'WillMcAvoyACN', 'host', 'debate', 'tonight', 'maybe', 'could', 'get', 'substance', 'fact', 'tax', 'plan']",I wish WillMcAvoyACN was hosting the debate tonight maybe then we could get some substance and fact on the Romney/Ryan tax plan
1824, <e>Mitt Romney</e> is such a joke.,35,"['Mitt', 'Romney', 'joke']",Mitt Romney is such a joke
1825, <e>Romney</e> <a>economics</a> didn't work in MA and wouldn't D.C. http://t.co/2NbMITxx,88,"['Romney', 'economics', 'work', 'would', 'http']",Romney economics did n't work in MA and would n't D.C http t.co/2NbMITxx
1826,"Ex-Reagan Adviser<e> Bruce Bartlett</e>: <e>Romney</e>'s <a>Tax Plan</a> Will Not Revive <a>The Economy<a> http://t.co/kk5O8z0G via @HuffPostBiz""",145,"['Adviser', 'Bruce', 'Bartlett', 'Romney', 'Tax', 'Plan', 'Revive', 'Economy', 'http', 'via', 'HuffPostBiz']",Ex-Reagan Adviser Bruce Bartlett Romney 's Tax Plan Will Not Revive The Economy http t.co/kk5O8z0G via HuffPostBiz
1827,"Ugh"""" some guy at work is walking up and down the halls talking about how he's voting for Romney.""",98,"['Ugh', 'guy', 'work', 'walk', 'halls', 'talk', 'vote', 'Romney']",Ugh some guy at work is walking up and down the halls talking about how he 's voting for Romney
1828,"Woah... My class finally admitted that <e>Romney</e>was terrible last night. #BoutTime""""""",89,"['Woah', 'class', 'finally', 'admit', 'Romneywas', 'terrible', 'last', 'night', 'BoutTime']",Woah My class finally admitted that Romneywas terrible last night BoutTime
1829,"Any Investor Who Watched <e>Mitt Romney</e>Answer This Question Would Short His Stock Immediately http://t.co/msh9nIcz via @bi_politics""""""",138,"['Investor', 'Watched', 'Mitt', 'RomneyAnswer', 'Question', 'Would', 'Short', 'Stock', 'Immediately', 'http', 'via', 'bi_politics']",Any Investor Who Watched Mitt RomneyAnswer This Question Would Short His Stock Immediately http t.co/msh9nIcz via bi_politics
1830,"How can I simultaneously pity and despise <e>Romney</e>? I feel bad for all the stupids"""" I just can't help my big heart. It feels so weird though!!""",149,"['simultaneously', 'pity', 'despise', 'Romney', 'feel', 'bad', 'stupids', 'ca', 'help', 'big', 'heart', 'feel', 'weird', 'though']",How can I simultaneously pity and despise Romney I feel bad for all the stupids I just ca n't help my big heart It feels so weird though
1831,"@Romneys_Binder In retrospect it makes a whole lot of sense that <e>Romney</e>'s best business investment was in Staples.""""""",124,"['Romneys_Binder', 'retrospect', 'make', 'whole', 'lot', 'sense', 'Romney', 'best', 'business', 'investment', 'Staples']",Romneys_Binder In retrospect it makes a whole lot of sense that Romney 's best business investment was in Staples
1832,"@chriscable18 @melodieneff1 if you watched any of the primary race you'd know that <e>Romney</e>has totally contradicted himself his whole campain""""""",149,"['watch', 'primary', 'race', 'know', 'Romneyhas', 'totally', 'contradict', 'whole', 'campain']",chriscable18 melodieneff1 if you watched any of the primary race you 'd know that Romneyhas totally contradicted himself his whole campain
1833,"My followers are going in on <e>Mitt Romney</e>lol shits too funny!!!""""""",72,"['followers', 'go', 'Mitt', 'Romneylol', 'shit', 'funny']",My followers are going in on Mitt Romneylol shits too funny
1834,"@Shuraine how did I miss all of this? My TL was not listening last night. As soon as the debate started it was pure HATE for <e>Romney</e>.""""""",142,"['Shuraine', 'miss', 'TL', 'listen', 'last', 'night', 'soon', 'debate', 'start', 'pure', 'HATE', 'Romney']",Shuraine how did I miss all of this My TL was not listening last night As soon as the debate started it was pure HATE for Romney
1835,"What is <e>Romney</e>'s Real Plan GAWD. Ol Combative Ass. I Swear!""",67,"['Romney', 'Real', 'Plan', 'GAWD', 'Ol', 'Combative', 'Ass', 'Swear']",What is Romney 's Real Plan GAWD Ol Combative Ass I Swear
1836,"""@thenation: RT @emilysdouglas: Does <e>Mitt Romney</e>really want to get women to work? by @brycecovert http://t.co/CbTrAd1I""""""""""""""",132,"['thenation', 'RT', 'emilysdouglas', 'Mitt', 'Romneyreally', 'want', 'get', 'women', 'work', 'brycecovert', 'http']",thenation RT emilysdouglas Does Mitt Romneyreally want to get women to work by brycecovert http t.co/CbTrAd1I
1837,"@realDonaldTrump: <e>Romney</e>at big debate disadvantage--he isn't a good with facts"""" or women's rights or gay rights or hispanic issues""",139,"['realDonaldTrump', 'Romneyat', 'big', 'debate', 'disadvantage', 'good', 'facts', 'women', 'right', 'gay', 'right', 'hispanic', 'issue']",realDonaldTrump Romneyat big debate disadvantage he is n't a good with facts or women 's rights or gay rights or hispanic issues
1838,"So....what is this I'm hearing about <e>Romney</e>'s comment on single women"""" assault riffles etc? Judging by... http://t.co/RVeyPdrJ""",135,"['hear', 'Romney', 'comment', 'single', 'women', 'assault', 'riffle', 'etc', 'Judging', 'http']",So what is this I 'm hearing about Romney 's comment on single women assault riffles etc Judging by http t.co/RVeyPdrJ
1839,"@megynkelly  really in blinders if you don't see <e>Romney</e>also panders to more than just women!""""""",102,"['megynkelly', 'really', 'blinders', 'see', 'Romneyalso', 'pander', 'women']",megynkelly really in blinders if you do n't see Romneyalso panders to more than just women
1840,"<e>Romney</e>'s thinking """"""""Hmm...we're just one recession away from killing the min wage and paying China wages HERE!"""""""" #WheresTheVideo #tcot #p2""""""",152,"['Romney', 'think', 'Hmm', 'one', 'recession', 'away', 'kill', 'min', 'wage', 'pay', 'China', 'wag', 'WheresTheVideo', 'tcot']",Romney 's thinking Hmm we 're just one recession away from killing the min wage and paying China wages HERE WheresTheVideo tcot p2
1841,"via @TheOnion - <e>Romney</e>To Town Hall Audience: 'I Own Horses And Care For Them"""" And You Are All Like Horses' http://t.co/psN3rU5l""",136,"['via', 'TheOnion', 'RomneyTo', 'Town', 'Hall', 'Audience', 'Horses', 'Care', 'Like', 'Horses', 'http']",via TheOnion RomneyTo Town Hall Audience 'I Own Horses And Care For Them And You Are All Like Horses http t.co/psN3rU5l
1842,"i_Live_iLove: Everybody going be team <e>Romney</e>until he gets elected and y'all see his true colors and fuck all you dumb ass in the ass‚""",141,"['i_Live_iLove', 'Everybody', 'go', 'team', 'Romneyuntil', 'get', 'elect', 'see', 'true', 'color', 'fuck', 'dumb', 'ass']",i_Live_iLove Everybody going be team Romneyuntil he gets elected and y'all see his true colors and fuck all you dumb ass in the ass‚
1843,"@sareybooo I sobbed when <e>Mitt Romney</e>came into the room xD""",65,"['sareybooo', 'sob', 'Mitt', 'Romneycame', 'room', 'xD']",sareybooo I sobbed when Mitt Romneycame into the room xD
1844,"Apparently wearing a bow tie means I'm voting for <e>Mitt Romney</e>. I'm a middle-class Hispanic-American and registered Democrat. Guess my vote.""",147,"['Apparently', 'wear', 'bow', 'tie', 'mean', 'vote', 'Mitt', 'Romney', 'register', 'Democrat', 'Guess', 'vote']",Apparently wearing a bow tie means I 'm voting for Mitt Romney I 'm a middle-class Hispanic-American and registered Democrat Guess my vote
1845,"<e>Romney</e>scares me: http://t.co/f5Z948zJ #BecauseHeIsATechnologyDinosaur""",77,"['Romneyscares', 'http', 'BecauseHeIsATechnologyDinosaur']",Romneyscares me http t.co/f5Z948zJ BecauseHeIsATechnologyDinosaur
1846,"@Witty_Witticist @chaplinlives @MittRomney Whats sad <e>Romney</e>has lived off of ripping off peoples pensions and jobs. He needs to be in Jail!!""",147,"['Witty_Witticist', 'chaplinlives', 'MittRomney', 'Whats', 'sad', 'Romneyhas', 'live', 'rip', 'people', 'pension', 'job', 'need', 'Jail']",Witty_Witticist chaplinlives MittRomney Whats sad Romneyhas lived off of ripping off peoples pensions and jobs He needs to be in Jail
1847,"Idk bout yall but im votin <e>Romney</e>...*gives side eye baahahahahah""",72,"['Idk', 'bout', 'yall', 'im', 'votin', 'Romney', 'give', 'side', 'eye', 'baahahahahah']",Idk bout yall but im votin Romney gives side eye baahahahahah
1848,"@edshow no one talking about Mitt pushing no tax on int & div income. That meanS <e>Romney</e>pays ZERO inc tax on his income. Sweet deal!""",139,"['edshow', 'one', 'talk', 'Mitt', 'push', 'tax', 'int', 'div', 'income', 'meanS', 'Romneypays', 'ZERO', 'inc', 'tax', 'income', 'Sweet', 'deal']",edshow no one talking about Mitt pushing no tax on int div income That meanS Romneypays ZERO inc tax on his income Sweet deal
1849,"@ambrjet @LADowd <e>Romney</e>is for PRIVATE sector being unregulated left to pay #bindersfullofwomen LESS< men. Instead let's regulate EQUAL pay.""",147,"['ambrjet', 'LADowd', 'Romneyis', 'PRIVATE', 'sector', 'unregulated', 'leave', 'pay', 'bindersfullofwomen', 'LESS', 'men', 'Instead', 'let', 'regulate', 'EQUAL', 'pay']",ambrjet LADowd Romneyis for PRIVATE sector being unregulated left to pay bindersfullofwomen LESS men Instead let 's regulate EQUAL pay
1850,"<e>Romney</e>'s 'Binders Full Of Women' Claim Empty http://t.co/K1dBEut0 via @HuffPostPol current poll 73% """"Gaffe"""" http://t.co/2BM09XMP""",138,"['Romney', 'Full', 'Women', 'Claim', 'Empty', 'http', 'via', 'HuffPostPol', 'current', 'poll', 'Gaffe', 'http']",Romney 's 'Binders Full Of Women Claim Empty http t.co/K1dBEut0 via HuffPostPol current poll 73 Gaffe http t.co/2BM09XMP
1851,"@laureezy13 lol you know you like <e>Romney</e>'s ugly self don't play""",71,"['lol', 'know', 'like', 'Romney', 'ugly', 'self', 'play']",laureezy13 lol you know you like Romney 's ugly self do n't play
1852,"If you truly think <e>Mitt Romney</e>won that yesterday"" punch yourself in the throat.",86,"['truly', 'think', 'Mitt', 'Romneywon', 'yesterday', 'punch', 'throat']",If you truly think Mitt Romneywon that yesterday punch yourself in the throat
1853,"Oooh I could make <e>Mitt Romney</e>look like a bit of a tool. Oooh I could actually answer the fucking question.""",114,"['Oooh', 'could', 'make', 'Mitt', 'Romneylook', 'like', 'bite', 'tool', 'Oooh', 'could', 'actually', 'answer', 'fuck', 'question']",Oooh I could make Mitt Romneylook like a bit of a tool Oooh I could actually answer the fucking question
1854,"<e>Romney</e>: Two parents"" not gun control will change ‚culture of violence‚ The Raw Story http://t.co/yL8jV1fm // So rude & stupid.",133,"['Romney', 'Two', 'parent', 'gun', 'control', 'change', 'Raw', 'Story', 'http', 'rude', 'stupid']",Romney Two parents not gun control will change ‚culture of violence‚ The Raw Story http t.co/yL8jV1fm So rude stupid
1855,"I know I can't vote"" but if Romney wins this election I'm gonna go Chuck Norris on a bitch.",91,"['know', 'ca', 'vote', 'Romney', 'win', 'election', 'gon', 'na', 'go', 'Chuck', 'Norris', 'bitch']",I know I ca n't vote but if Romney wins this election I 'm gon na go Chuck Norris on a bitch
1856,"The day after @Romney is trying to find out which way the political winds are blowing #weatherbain""",99,"['day', 'Romney', 'try', 'find', 'way', 'political', 'wind', 'blow', 'weatherbain']",The day after Romney is trying to find out which way the political winds are blowing weatherbain
1857,"<e>Romney</e>just looks shady.""",31,"['Romneyjust', 'look', 'shady']",Romneyjust looks shady
1858,"<e>Mitt Romney</e>'s Condescending Views Toward Women: http://t.co/tjX6yw9Q via @truthteam2012""",95,"['Mitt', 'Romney', 'Condescending', 'Views', 'Toward', 'Women', 'http', 'via']",Mitt Romney 's Condescending Views Toward Women http t.co/tjX6yw9Q via truthteam2012
1859,"5-16-2014: Sec State Santorum: """"Find the bomb AND make roast? No man can do it!"""" Pres. <e>Romney</e>: """"No man""  yes. Get my binders.""",136,"['Sec', 'State', 'Santorum', 'Find', 'bomb', 'make', 'roast', 'man', 'Pres', 'Romney', 'man', 'yes', 'Get', 'binders']",5-16-2014 Sec State Santorum Find the bomb AND make roast No man can do it Pres Romney No man yes Get my binders
1860,"This is rich"" coming from a gold-digging phoney. > Kerry: Romney ‚perpetrating a fraud on the American people‚HotAir http://t.co/39IZrCMF",137,"['rich', 'come', 'phoney', 'Kerry', 'Romney', 'fraud', 'American', 'http']",This is rich coming from a gold-digging phoney Kerry Romney ‚perpetrating a fraud on the American people‚HotAir http t.co/39IZrCMF
1861,"I wanted to watch the debate last night but my head hurt enough with the food poisoning. I doubt <e>Romney</e>-speak would make it better""",138,"['want', 'watch', 'debate', 'last', 'night', 'head', 'hurt', 'enough', 'food', 'poison', 'doubt', 'would', 'make', 'better']",I wanted to watch the debate last night but my head hurt enough with the food poisoning I doubt Romney-speak would make it better
1862,"<e>Mitt Romney</e>. I'm gonna take a hot steamy dump on your chest.""",68,"['Mitt', 'Romney', 'gon', 'na', 'take', 'hot', 'steamy', 'dump', 'chest']",Mitt Romney I 'm gon na take a hot steamy dump on your chest
1863,"<e>Romney</e>drops the ball on <a>equal pay</a> http://t.co/oTPXz5R3""",69,"['Romneydrops', 'ball', 'equal', 'pay', 'http']",Romneydrops the ball on equal pay http t.co/oTPXz5R3
1864,"<e>Romney</e>'03 """"I Will Not Create Jobs That Kill People - That Plant Kills Ppl"""" http://t.co/6KP5JfkF @MittRomney '12 -Coal's Biggest Supporter?""",148,"['Create', 'Jobs', 'Kill', 'People', 'Plant', 'Kills', 'Ppl', 'http', 'MittRomney', 'Coal', 'Biggest', 'Supporter']",Romney'03 I Will Not Create Jobs That Kill People That Plant Kills Ppl http t.co/6KP5JfkF MittRomney '12 Coal 's Biggest Supporter
1865,"Tearful <e>Mitt Romney</e>Announces He Has Rare Disease Where You Can't Sit Quietly On Stool When Repeatedly Asked To http://t.co/TqyIuPHc""",139,"['Tearful', 'Mitt', 'RomneyAnnounces', 'Rare', 'Disease', 'Ca', 'Sit', 'Quietly', 'Stool', 'Repeatedly', 'Asked', 'http']",Tearful Mitt RomneyAnnounces He Has Rare Disease Where You Ca n't Sit Quietly On Stool When Repeatedly Asked To http t.co/TqyIuPHc
1866,"'Binders full of women': a revealing remark from <e>Romney</e>"" or a sideshow?: 'Binders full of women' is already the ... http://t.co/cgIh8EZr",143,"['full', 'women', 'reveal', 'remark', 'Romney', 'sideshow', 'full', 'women', 'already', 'http']",'Binders full of women a revealing remark from Romney or a sideshow 'Binders full of women is already the http t.co/cgIh8EZr
